"id_CC_original","match_id","correcting_match","correcting_match_old","occurrenceID_master","occurrenceID","occ_match","match_status","match_quality","fieldgood","fieldbad","logodd.ratio","precent.good","percent.bad","n_keys_used","n_core_keys_used","n_candidates_final","match_keys_used","datasetName","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
"1826",1728,NA,NA,"MAguilar.Lit.Review.1251",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci","1251",NA,"1","Change year to 2008. Note: A. taeniatus in U34 does not appear in DIFA database, but it does in the 2015 paper. Change coordinates to -42.11079, -73.48407",NA,NA,"-42.11079","-73.48407",NA,"2008",NA,NA,NA,NA,NA,NA,NA
"1827",1729,NA,NA,"MAguilar.Lit.Review.1257",NA,NA,"matched","4plus_core",9,0,1,69.2307692307692,0,4,4,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude","agui","aplochiton zebra",NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci","1257",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828",1730,NA,NA,"MAguilar.Lit.Review.1259",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","brachygalaxias bullocki",NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci","1259",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",1731,NA,NA,"MAguilar.Lit.Review.1263",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci","1263",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",1732,NA,NA,"MAguilar.Lit.Review.1268",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss",NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci","1268",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",1745,NA,NA,"MAguilar.Lit.Review.1247",NA,NA,"matched","3_core",11,0,1.07918124604762,84.6153846153846,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",2007,"2007-12-07","u33, chiloé",-42.1680000002,-73.4789999998,"Vanhaecke D, Garcia ","1247",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862",1759,NA,"good","CIMAR1_83_sp16","cimar1_83_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-11-03",NA,-45.25,-73.4667,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",1760,NA,NA,"MAguilar.Lit.Review.1327",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",2008,"2008-02-01","arroyo de segundo orden sin nombre",-42.1500000002,-73.4666666666,"Young, K.A., Stephen","1327",NA,NA,"Remove. No precise info concerning the location of the stream.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",1761,NA,NA,"MAguilar.Lit.Review.1326",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss",2008,"2008-02-01","arroyo de segundo orden sin nombre",-42.1500000002,-73.4666666666,"Young, K.A., Stephen","1326",NA,NA,"Remove. No precise info concerning the location of the stream.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",1762,NA,NA,"MAguilar.Lit.Review.1328",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","salmo salar",2008,"2008-02-01","arroyo de segundo orden sin nombre",-42.1500000002,-73.4666666666,"Young, K.A., Stephen","1328",NA,NA,"Remove. No precise info concerning the location of the stream.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1772,NA,NA,"SUBPESCA.PecesContinentales2019.16168",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra",2011,NA,NA,-47.810874,-73.436183,"CEA (NA) Monitoreo L","16168",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1787,NA,NA,"SUBPESCA.PecesContinentales2019.4473",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra",2007,NA,NA,-47.810746,-73.436,"CEA (NA) Proyecto Hi","4473",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905",1789,NA,NA,"SUBPESCA.PecesContinentales2019.4729",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra",2008,NA,NA,-47.810746,-73.436,"CEA (NA) Proyecto Hi","4729",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907",1791,NA,NA,"SUBPESCA.PecesContinentales2019.15865",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","subpesca-1","aplochiton zebra",2010,NA,NA,-47.810746,-73.436,"CEA (NA) Linea Base ","15865",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909",1793,NA,NA,"SUBPESCA.PecesContinentales2019.4476",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei",2007,NA,NA,-47.810746,-73.436,"CEA (NA) Proyecto Hi","4476",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",1807,NA,"good","CIMAR1_37_sp16","cimar1_37_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-26",NA,-44.2267,-73.4333,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",1836,NA,"good","CIMAR1_29_sp16","cimar1_29_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-23",NA,-43.4633,-73.42,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",1857,NA,"good","CIMAR1_56_sp16","cimar1_56_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-31",NA,-46.0417,-73.4017,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",1858,NA,NA,"MAguilar.Lit.Review.1248",NA,NA,"matched","3_core",11,0,1.07918124604762,84.6153846153846,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",2007,"2007-11-09","u20, chiloé",-42.2080000003,-73.401,"Vanhaecke D, Garcia ","1248",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",1859,NA,NA,"MAguilar.Lit.Review.1255",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",NA,NA,"u20, chiloé",-42.2099999999,-73.3999999998,"Vanhaecke, D., Garci","1255",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",1860,NA,NA,"MAguilar.Lit.Review.1261",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",NA,NA,"u20, chiloé",-42.2099999999,-73.3999999998,"Vanhaecke, D., Garci","1261",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",1861,NA,NA,"MAguilar.Lit.Review.1266",NA,NA,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss",NA,NA,"u20, chiloé",-42.2099999999,-73.3999999998,"Vanhaecke, D., Garci","1266",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",1862,NA,NA,"MAguilar.Lit.Review.827",NA,NA,"matched","3_core",7,0,0.903089986991944,53.8461538461538,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","trichomycterus areolatus",NA,NA,"abtao",-41.766666667,-73.3999999998,"Huaquín, Laura G., V","827",NA,"0","change coordinates to -41.40132740507739, -72.9283297554073; record originalle from Eigenmann",NA,NA,"-41.4013274050774","-72.9283297554073",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",1883,NA,"good","CIMAR1_59_sp16","cimar1_59_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10",NA,-45.6817,-73.388,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",1884,NA,NA,"MAguilar.Lit.Review.904",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",1982,NA,"fiordo steelé",-48.2166666667,-73.3833333329,"McDowall, R., & Naka","904",NA,"1","change coordinate to -48.145265, -73.229765; change species to A. marinus",NA,NA,"-48.145265","-73.229765",NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA
"1996",1885,NA,NA,"MMA:ICT:0000004",NA,NA,"matched","4plus_core",6,3,0.243038048686294,46.1538461538462,23.0769230769231,4,4,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude","mma2","aplochiton marinus",1982,"1982-01-21","fiordo steele. costeras del canal baker",-48.217,-73.383,"OrigenReg: McDowall,",NA,NA,NA,"change coordinate to -48.145265, -73.229765",NA,NA,"-48.145265","-73.229765",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",1886,NA,NA,"MMA:ICT:0000054",NA,NA,"matched","3_core",6,2,0.367976785294594,46.1538461538462,15.3846153846154,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","aplochiton taeniatus",1982,NA,"puerto aysén. costeras del canal baker",-48.217,-73.383,"FuenteReg: McDowall ",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",1887,NA,"good","CIMAR1_36_sp16","cimar1_36_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-24",NA,-43.975,-73.3783,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",1901,NA,NA,"SUBPESCA.PecesContinentales2019.4471",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei",2007,NA,NA,-47.768565,-73.341851,"CEA (NA) Proyecto Hi","4471",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051",1948,NA,NA,"SUBPESCA.PecesContinentales2019.21979",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra",2012,NA,NA,-48.214226,-73.331426,"CEA (NA) Monitoreo L","21979",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052",1949,NA,NA,"SUBPESCA.PecesContinentales2019.21977",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","eleginops maclovinus",2012,NA,NA,-48.214226,-73.331426,"CEA (NA) Monitoreo L","21977",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2061",1955,NA,NA,"CIMAR1_77_sp16","cimar1_77_sp16",TRUE,"matched","4plus_core",8,0,0.954242509439325,61.5384615384615,0,4,4,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude","gbif","atheriniformes",1995,"1995-11-03",NA,-45.3267,-73.3283,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2062",NA,NA,"unlink, now out of range",NA,"urn:catalog:cas:ich:28572",NA,"no_match","no_match",NA,NA,NA,NA,NA,NA,NA,0,NA,"gbif","trichomycterus areolatus",1919,"1919-02","abtao, llanquihue prov.",-41.815755,-73.328122,NA,"28572","cas","1","Remove. out of range. change coordinates to -41.40132740507739, -72.9283297554073, Abtao",NA,NA,"-41.4013274050774","-72.9283297554073",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069",1962,NA,"good","CIMAR1_23_sp16","cimar1_23_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-22",NA,-42.7683,-73.315,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070",1963,NA,"good","CIMAR1_15_sp16","cimar1_15_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-21",NA,-42.53,-73.315,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074",1394,NA,"good, just added year and new lat-lon to enhance match","CCorrea.Lit.Review.430",NA,NA,"matched","2_core",7,1,0.602059991327962,53.8461538461538,7.69230769230769,2,2,1,"datasetName;canonicalName","fishgis_metadatabase_ccorrea","aplochiton marinus",1982,"1982","laguna ventisquero (estero ventisquero)",-48.25,-73.591667,"Zama, Akira and Edua",NA,NA,"0","change coordinates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092",1991,NA,"good","CIMAR1_58_sp16","cimar1_58_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-31",NA,-45.665,-73.2883,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",1999,NA,NA,"SUBPESCA.PecesContinentales2019.4724",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra",2008,NA,NA,-47.762777,-73.281141,"CEA (NA) Proyecto Hi","4724",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103",2002,NA,NA,"SUBPESCA.PecesContinentales2019.4458",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","hatcheria macraei",2007,NA,NA,-47.762777,-73.281141,"CEA (NA) Proyecto Hi","4458",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124",2020,NA,"good","CIMAR1_84_sp16","cimar1_84_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-29",NA,-44.9383,-73.27,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155",2048,NA,NA,"MMA:ICT:0002011",NA,NA,"matched","4plus_core",7,3,0.301029995663981,53.8461538461538,23.0769230769231,4,4,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude","mma2","galaxias maculatus",2014,"2014-03-27","rio puma. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.883,-73.261,"OrigenReg: Base Dato",NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157",2049,NA,NA,"MMA:ICT:0001806",NA,NA,"matched","3_core",7,3,0.301029995663981,53.8461538461538,23.0769230769231,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","eleginops maclovinus",2014,"2014-02-13","rio puma. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.882,-73.261,"OrigenReg: Base Dato",NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159",2050,NA,NA,"MAguilar.Lit.Review.719",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","eleginops maclovinus",2013,NA,"río puma",-51.8827777783,-73.2605555561,"Górski, K., González","719",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160",2051,NA,NA,"MAguilar.Lit.Review.1048",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","eleginops maclovinus",2014,NA,"río puma",-51.8827777783,-73.2605555561,"Pérez, S., Manosalva","1048",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",2052,NA,NA,"MAguilar.Lit.Review.728",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus",2013,NA,"río puma",-51.8827777783,-73.2605555561,"Górski, K., González","728",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",2053,NA,NA,"MAguilar.Lit.Review.1052",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus",2014,NA,"río puma",-51.8827777783,-73.2605555561,"Pérez, S., Manosalva","1052",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163",2054,NA,NA,"MAguilar.Lit.Review.734",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch",2013,NA,"río puma",-51.8827222218,-73.2605555561,"Górski, K., González","734",NA,NA,"change year to 2014: associated Reference(Pérez et al. 2022)",NA,"Pérez et al. 2022",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"2164",2055,NA,NA,"MAguilar.Lit.Review.1056",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch",2014,NA,"río puma",-51.8827222218,-73.2605555561,"Pérez, S., Manosalva","1056",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167",2056,NA,NA,"MMA:ICT:0002026",NA,NA,"matched","3_core",7,3,0.301029995663981,53.8461538461538,23.0769230769231,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","galaxias maculatus",2014,"2014-04-24","laguna los cipreses. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.882,-73.259,"OrigenReg: Base Dato",NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",2060,NA,NA,"MAguilar.Lit.Review.735",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch",2013,NA,"lago los cipreses",-51.8821666674,-73.2542222218,"Górski, K., González","735",NA,NA,"change year to 2014: associated Reference(Pérez et al. 2022)",NA,"Pérez et al. 2022",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"2174",2061,NA,NA,"MAguilar.Lit.Review.1057",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch",2014,NA,"lago los cipreses",-51.8821666674,-73.2542222218,"Pérez, S., Manosalva","1057",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175",2062,NA,NA,"MAguilar.Lit.Review.729",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus",2013,NA,"lago los cipreses",-51.8822222221,-73.2541666671,"Górski, K., González","729",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",2063,NA,NA,"MAguilar.Lit.Review.1053",NA,NA,"matched","all_core_firlds",10,0,1.04139268515823,76.9230769230769,0,5,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus",2014,NA,"lago los cipreses",-51.8822222221,-73.2541666671,"Pérez, S., Manosalva","1053",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182",2071,NA,NA,"MAguilar.Lit.Review.1087",NA,NA,"matched","3_core",7,0,0.903089986991944,53.8461538461538,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",NA,NA,"puerto perez",-45.2500000003,-73.2500000001,"Rademacher K. 2007. ","1087",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199",2093,NA,NA,"MAguilar.Lit.Review.731",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","galaxias platei",2013,NA,"lago los acantilados",-51.8833333327,-73.2438888892,"Górski, K., González","731",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201",2094,NA,"good","CIMAR1_6_sp16","cimar1_6_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-20",NA,-41.97,-73.2433,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",2095,NA,NA,"MMA:ICT:0002362",NA,NA,"matched","3_core",7,3,0.301029995663981,53.8461538461538,23.0769230769231,3,3,1,"datasetName;canonicalName;decimalLatitude","mma2","galaxias platei",2014,"2014-12-07","lago los acantilados. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.883,-73.243,"OrigenReg: Base Dato",NA,NA,"1","associated reference: (Górski et al. 2017)",NA,"Górski et al. 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237",2129,NA,NA,"SUBPESCA.PecesContinentales2019.21967",NA,NA,"matched","3_core",9,0,1,69.2307692307692,0,3,3,1,"datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra",2012,NA,NA,-48.227927,-73.239562,"CEA (NA) Monitoreo L","21967",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239",2131,NA,NA,"SUBPESCA.PecesContinentales2019.21968",NA,NA,"matched","all_core_firlds",9,0,1,69.2307692307692,0,6,5,1,"datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias maculatus",2012,NA,NA,-48.227927,-73.239562,"CEA (NA) Monitoreo L","21968",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243",2135,NA,"good","CIMAR1_27_sp16","cimar1_27_sp16",TRUE,"matched","3_core",8,0,0.954242509439325,61.5384615384615,0,3,3,1,"datasetName;canonicalName;decimalLatitude","gbif","atheriniformes",1995,"1995-10-23",NA,-43.1733,-73.2383,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257",2147,NA,NA,"MAguilar.Lit.Review.361",NA,NA,"matched","3_core",7,0,0.903089986991944,53.8461538461538,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",NA,NA,"fiordo steelé",-47.9666666672,-73.2333333332,"Cussac, V., Ortubay,","361",NA,"0","Change species to A. marinus, change coordinates to -48.147110, -73.227880",NA,NA,"-48.14711","-73.22788",NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA
"2258",2148,NA,NA,"MAguilar.Lit.Review.360",NA,NA,"matched","3_core",7,0,0.903089986991944,53.8461538461538,0,3,3,1,"datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",NA,NA,"fiordo aysén",-45.3166666671,-73.2333333332,"Cussac, V., Ortubay,","360",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
