IncludePewProAP,scientificName_Old,usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,kingdomKey,phylumKey,orderKey,familyKey,synonym,verbatim_name,verbatim_rank,genus,species,genusKey,speciesKey,acceptedUsageKey,classKey,class
0,"Careproctus crassus de Buen, 1961",2336231,"Careproctus crassus de Buen, 1961",Careproctus crassus,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Scorpaeniformes,Liparidae,1,44,590,8627,TRUE,"Careproctus crassus de Buen, 1961",higher,Careproctus,Careproctus pallidus,2336138,2336229,2336229,NA,NA
0,Careproctus pallidus,2336229,"Careproctus pallidus (Vaillant, 1888)",Careproctus pallidus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scorpaeniformes,Liparidae,1,44,590,8627,FALSE,Careproctus pallidus,higher,Careproctus,Careproctus pallidus,2336138,2336229,NA,NA,NA
0,"Careproctus pallidus (Vaillant, 1888)",2336229,"Careproctus pallidus (Vaillant, 1888)",Careproctus pallidus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scorpaeniformes,Liparidae,1,44,590,8627,FALSE,"Careproctus pallidus (Vaillant, 1888)",higher,Careproctus,Careproctus pallidus,2336138,2336229,NA,NA,NA
0,Cataetyx messieri,2346306,"Cataetyx messieri (Günther, 1878)",Cataetyx messieri,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Ophidiiformes,Bythitidae,1,44,1308,4220,,Cataetyx messieri,higher,Cataetyx,Cataetyx messieri,2346293,2346306,,,
0,"Cataetyx messieri (Günther, 1878)",2346306,"Cataetyx messieri (Günther, 1878)",Cataetyx messieri,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Ophidiiformes,Bythitidae,1,44,1308,4220,FALSE,"Cataetyx messieri (Günther, 1878)",higher,Cataetyx,Cataetyx messieri,2346293,2346306,NA,NA,NA
0,Centrolophidae,8515,Centrolophidae,Centrolophidae,FAMILY,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Perciformes,Centrolophidae,1,44,587,8515,,Centrolophidae,higher,NA,NA,NA,NA,,,
0,"Centrolophus niger (Gmelin, 1789)",5212018,"Centrolophus niger (Gmelin, 1789)",Centrolophus niger,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Perciformes,Centrolophidae,1,44,587,8515,,"Centrolophus niger (Gmelin, 1789)",higher,Centrolophus,Centrolophus niger,2398117,5212018,NA,NA,
0,Champsocephalus esox,2389924,"Champsocephalus esox (Günther, 1861)",Champsocephalus esox,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Channichthyidae,1,44,587,4258,FALSE,Champsocephalus esox,higher,Champsocephalus,Champsocephalus esox,2389921,2389924,NA,NA,NA
0,"Champsocephalus esox (Günther, 1861)",2389924,"Champsocephalus esox (Günther, 1861)",Champsocephalus esox,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Channichthyidae,1,44,587,4258,FALSE,"Champsocephalus esox (Günther, 1861)",higher,Champsocephalus,Champsocephalus esox,2389921,2389924,NA,NA,NA
1,Cheirodon australe,2353791,"Cheirodon australe Eigenmann, 1928",Cheirodon australe,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,FALSE,Cheirodon australe,higher,Cheirodon,Cheirodon australe,2353769,2353791,NA,NA,NA
1,"Cheirodon australe Eigenmann, 1928",2353791,"Cheirodon australe Eigenmann, 1928",Cheirodon australe,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,FALSE,"Cheirodon australe Eigenmann, 1928",higher,Cheirodon,Cheirodon australe,2353769,2353791,NA,NA,NA
1,Cheirodon australis,2353791,"Cheirodon australe Eigenmann, 1928",Cheirodon australe,SPECIES,ACCEPTED,96,VARIANT,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,,Cheirodon australis,higher,Cheirodon,Cheirodon australe,2353769,2353791,NA,NA,
1,Cheirodon,2353769,"Cheirodon Girard, 1855",Cheirodon,GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,FALSE,Cheirodon,higher,Cheirodon,NA,2353769,NA,NA,NA,NA
1,"Cheirodon Girard, 1855",2353769,"Cheirodon Girard, 1855",Cheirodon,GENUS,ACCEPTED,99,HIGHERRANK,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,,"Cheirodon Girard, 1855",higher,Cheirodon,NA,2353769,NA,NA,NA,
1,Cheirodon interruptus,2353776,"Cheirodon interruptus (Jenyns, 1842)",Cheirodon interruptus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,FALSE,Cheirodon interruptus,higher,Cheirodon,Cheirodon interruptus,2353769,2353776,NA,NA,NA
1,"Cheirodon interruptus (Jenyns, 1842)",2353776,"Cheirodon interruptus (Jenyns, 1842)",Cheirodon interruptus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Characiformes,Characidae,1,44,537,7201,,"Cheirodon interruptus (Jenyns, 1842)",higher,Cheirodon,Cheirodon interruptus,2353769,2353776,NA,NA,
0,Cilus gilberti,2400442,"Cilus gilberti (Abbott, 1899)",Cilus gilberti,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Sciaenidae,1,44,587,5062,FALSE,Cilus gilberti,higher,Cilus,Cilus gilberti,2400441,2400442,NA,NA,NA
0,"Cilus gilberti (Abbott, 1899)",2400442,"Cilus gilberti (Abbott, 1899)",Cilus gilberti,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Sciaenidae,1,44,587,5062,FALSE,"Cilus gilberti (Abbott, 1899)",higher,Cilus,Cilus gilberti,2400441,2400442,NA,NA,NA
0,Clinidae,4261,Clinidae,Clinidae,FAMILY,ACCEPTED,94,EXACT,Animalia,Chordata,Perciformes,Clinidae,1,44,587,4261,FALSE,Clinidae,higher,NA,NA,NA,NA,NA,NA,NA
0,"Clupea bentincki Norman, 1936",2413036,"Clupea bentincki Norman, 1936",Clupea bentincki,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Clupeiformes,Clupeidae,1,44,538,7332,TRUE,"Clupea bentincki Norman, 1936",higher,Strangomera,Strangomera bentincki,9581966,2413034,2413034,NA,NA
0,"Clupea fuegensis Jenyns, 1842",2413475,"Clupea fuegensis Jenyns, 1842",Clupea fuegensis,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Clupeiformes,Clupeidae,1,44,538,7332,TRUE,"Clupea fuegensis Jenyns, 1842",higher,Sprattus,Sprattus fuegensis,2413443,2413473,2413473,NA,NA
0,Clupea,2346676,"Clupea Linnaeus, 1758",Clupea,GENUS,ACCEPTED,94,EXACT,Animalia,Chordata,Clupeiformes,Clupeidae,1,44,538,7332,FALSE,Clupea,higher,Clupea,NA,2346676,NA,NA,NA,NA
0,"Clupea Linnaeus, 1758",2346676,"Clupea Linnaeus, 1758",Clupea,GENUS,ACCEPTED,98,HIGHERRANK,Animalia,Chordata,Clupeiformes,Clupeidae,1,44,538,7332,,"Clupea Linnaeus, 1758",higher,Clupea,NA,2346676,NA,NA,NA,
0,Clupeidae,7332,Clupeidae,Clupeidae,FAMILY,ACCEPTED,94,EXACT,Animalia,Chordata,Clupeiformes,Clupeidae,1,44,538,7332,FALSE,Clupeidae,higher,NA,NA,NA,NA,NA,NA,NA
0,"Coelorhynchus fasciatus (Günther, 1878)",5214983,"Coelorhynchus fasciatus (Günther, 1878)",Coelorhynchus fasciatus,SPECIES,SYNONYM,99,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,TRUE,"Coelorhynchus fasciatus (Günther, 1878)",higher,Coelorinchus,Coelorinchus fasciatus,2416033,2416044,2416044,NA,NA
0,"Coelorhynchus Giorna, 1809",2415983,"Coelorhynchus Giorna, 1809",Coelorhynchus,GENUS,SYNONYM,97,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,TRUE,"Coelorhynchus Giorna, 1809",higher,Coelorinchus,NA,2416033,NA,2416033,NA,NA
0,Coelorhynchus patagoniae,5819523,"Coelorhynchus patagoniae Gilbert & Thompson, 1916",Coelorhynchus patagoniae,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,TRUE,Coelorhynchus patagoniae,higher,Coelorinchus,Coelorinchus fasciatus,2416033,2416044,2416044,NA,NA
0,"Coelorhynchus patagoniae Gilbert & Thompson, 1916",5819523,"Coelorhynchus patagoniae Gilbert & Thompson, 1916",Coelorhynchus patagoniae,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,TRUE,"Coelorhynchus patagoniae Gilbert & Thompson, 1916",higher,Coelorinchus,Coelorinchus fasciatus,2416033,2416044,2416044,NA,NA
0,"Coelorinchus aconcagua Iwamoto, 1978",2416325,"Coelorinchus aconcagua Iwamoto, 1978",Coelorinchus aconcagua,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,FALSE,"Coelorinchus aconcagua Iwamoto, 1978",higher,Coelorinchus,Coelorinchus aconcagua,2416033,2416325,NA,NA,NA
0,"Coelorinchus chilensis Gilbert & Thompson, 1916",2416202,"Coelorinchus chilensis Gilbert & Thompson, 1916",Coelorinchus chilensis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,FALSE,"Coelorinchus chilensis Gilbert & Thompson, 1916",higher,Coelorinchus,Coelorinchus chilensis,2416033,2416202,NA,NA,NA
0,Coelorinchus fasciatus,2416044,"Coelorinchus fasciatus (Günther, 1878)",Coelorinchus fasciatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,FALSE,Coelorinchus fasciatus,higher,Coelorinchus,Coelorinchus fasciatus,2416033,2416044,NA,NA,NA
0,"Coelorinchus fasciatus (Günther, 1878)",2416044,"Coelorinchus fasciatus (Günther, 1878)",Coelorinchus fasciatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,FALSE,"Coelorinchus fasciatus (Günther, 1878)",higher,Coelorinchus,Coelorinchus fasciatus,2416033,2416044,NA,NA,NA
0,"Coelorinchus Giorna, 1809",2416033,"Coelorinchus Giorna, 1809",Coelorinchus,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,FALSE,"Coelorinchus Giorna, 1809",higher,Coelorinchus,NA,2416033,NA,NA,NA,NA
0,"Coelorinchus kaiyomaru Arai & Iwamoto, 1979",2416102,"Coelorinchus kaiyomaru Arai & Iwamoto, 1979",Coelorinchus kaiyomaru,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,,"Coelorinchus kaiyomaru Arai & Iwamoto, 1979",higher,Coelorinchus,Coelorinchus kaiyomaru,2416033,2416102,NA,NA,
0,"Congiopodus Perry, 1811",2336913,"Congiopodus Perry, 1811",Congiopodus,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Scorpaeniformes,Congiopodidae,1,44,590,5094,FALSE,"Congiopodus Perry, 1811",higher,Congiopodus,NA,2336913,NA,NA,NA,NA
0,Congiopodus peruvianus,2336927,"Congiopodus peruvianus (Cuvier, 1829)",Congiopodus peruvianus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scorpaeniformes,Congiopodidae,1,44,590,5094,FALSE,Congiopodus peruvianus,higher,Congiopodus,Congiopodus peruvianus,2336913,2336927,NA,NA,NA
0,"Congiopodus peruvianus (Cuvier, 1829)",2336927,"Congiopodus peruvianus (Cuvier, 1829)",Congiopodus peruvianus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scorpaeniformes,Congiopodidae,1,44,590,5094,FALSE,"Congiopodus peruvianus (Cuvier, 1829)",higher,Congiopodus,Congiopodus peruvianus,2336913,2336927,NA,NA,NA
0,Congridae,2951,Congridae,Congridae,FAMILY,ACCEPTED,94,EXACT,Animalia,Chordata,Anguilliformes,Congridae,1,44,495,2951,FALSE,Congridae,higher,NA,NA,NA,NA,NA,NA,NA
0,"Coryphaenoides armatus (Hector, 1875)",5215164,"Coryphaenoides armatus (Hector, 1875)",Coryphaenoides armatus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Gadiformes,Macrouridae,1,44,549,6978,,"Coryphaenoides armatus (Hector, 1875)",higher,Coryphaenoides,Coryphaenoides armatus,10057254,5215164,NA,NA,
0,Cottoperca gobio,2398040,"Cottoperca gobio (Günther, 1861)",Cottoperca gobio,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Bovichtidae,1,44,587,4252,FALSE,Cottoperca gobio,higher,Cottoperca,Cottoperca gobio,2398039,2398040,NA,NA,NA
0,"Cottoperca gobio (Günther, 1861)",2398040,"Cottoperca gobio (Günther, 1861)",Cottoperca gobio,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Bovichtidae,1,44,587,4252,FALSE,"Cottoperca gobio (Günther, 1861)",higher,Cottoperca,Cottoperca gobio,2398039,2398040,NA,NA,NA
0,"Cottoperca rosenbergii Steindachner, 1876",9102307,"Cottoperca rosenbergii Steindachner, 1876",Cottoperca rosenbergii,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Perciformes,Bovichtidae,1,44,587,4252,FALSE,"Cottoperca rosenbergii Steindachner, 1876",higher,Cottoperca,Cottoperca rosenbergii,2398039,9102307,NA,NA,NA
0,"Cottoperca Steindachner, 1876",2398039,"Cottoperca Steindachner, 1876",Cottoperca,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Perciformes,Bovichtidae,1,44,587,4252,FALSE,"Cottoperca Steindachner, 1876",higher,Cottoperca,NA,2398039,NA,NA,NA,NA
0,Cottoperca trigloides,5962011,"Cottoperca trigloides (Forster, 1801)",Cottoperca trigloides,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Bovichtidae,1,44,587,4252,FALSE,Cottoperca trigloides,higher,Cottoperca,Cottoperca trigloides,2398039,5962011,NA,NA,NA
0,"Cottoperca trigloides (Forster, 1801)",5962011,"Cottoperca trigloides (Forster, 1801)",Cottoperca trigloides,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Bovichtidae,1,44,587,4252,FALSE,"Cottoperca trigloides (Forster, 1801)",higher,Cottoperca,Cottoperca trigloides,2398039,5962011,NA,NA,NA
0,Cottunculus thomsonii,2334884,"Cottunculus thomsonii (Günther, 1882)",Cottunculus thomsonii,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scorpaeniformes,Psychrolutidae,1,44,590,8631,FALSE,Cottunculus thomsonii,higher,Cottunculus,Cottunculus thomsonii,2334881,2334884,NA,NA,NA
0,"Cottunculus thomsonii (Günther, 1882)",2334884,"Cottunculus thomsonii (Günther, 1882)",Cottunculus thomsonii,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scorpaeniformes,Psychrolutidae,1,44,590,8631,FALSE,"Cottunculus thomsonii (Günther, 1882)",higher,Cottunculus,Cottunculus thomsonii,2334881,2334884,NA,NA,NA
0,Crossostomus chilensis,2381183,"Crossostomus chilensis (Regan, 1913)",Crossostomus chilensis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Zoarcidae,1,44,587,5079,FALSE,Crossostomus chilensis,higher,Crossostomus,Crossostomus chilensis,2381180,2381183,NA,NA,NA
0,"Crossostomus chilensis (Regan, 1913)",2381183,"Crossostomus chilensis (Regan, 1913)",Crossostomus chilensis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Zoarcidae,1,44,587,5079,FALSE,"Crossostomus chilensis (Regan, 1913)",higher,Crossostomus,Crossostomus chilensis,2381180,2381183,NA,NA,NA
0,"Crossostomus sobrali Lloris & Rucabado, 1989",2381185,"Crossostomus sobrali Lloris & Rucabado, 1989",Crossostomus sobrali,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Perciformes,Zoarcidae,1,44,587,5079,TRUE,"Crossostomus sobrali Lloris & Rucabado, 1989",higher,Crossostomus,Crossostomus chilensis,2381180,2381183,2381183,NA,NA
0,"Cubiceps caeruleus Regan, 1914",2381922,"Cubiceps caeruleus Regan, 1914",Cubiceps caeruleus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Perciformes,Nomeidae,1,44,587,8548,,"Cubiceps caeruleus Regan, 1914",higher,Cubiceps,Cubiceps caeruleus,2381898,2381922,NA,NA,
0,Cyclopteridae,8623,Cyclopteridae,Cyclopteridae,FAMILY,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Scorpaeniformes,Cyclopteridae,1,44,590,8623,,Cyclopteridae,higher,NA,NA,NA,NA,NA,NA,NA
1,Cyprinus rubrofuscus,2367196,"Cyprinus rubrofuscus Lacepède, 1803",Cyprinus rubrofuscus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Cypriniformes,Cyprinidae,1,44,1153,7336,,Cyprinus rubrofuscus,higher,Cyprinus,Cyprinus rubrofuscus,2347697,2367196,,,
0,Dadyanos insignis,2380701,"Dadyanos insignis (Steindachner, 1898)",Dadyanos insignis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Zoarcidae,1,44,587,5079,FALSE,Dadyanos insignis,higher,Dadyanos,Dadyanos insignis,2380700,2380701,NA,NA,NA
0,"Dadyanos insignis (Steindachner, 1898)",2380701,"Dadyanos insignis (Steindachner, 1898)",Dadyanos insignis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Zoarcidae,1,44,587,5079,FALSE,"Dadyanos insignis (Steindachner, 1898)",higher,Dadyanos,Dadyanos insignis,2380700,2380701,NA,NA,NA
1,"Diplomystes Bleeker, 1858",2341843,"Diplomystes Bleeker, 1858",Diplomystes,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Siluriformes,Diplomystidae,1,44,708,5149,FALSE,"Diplomystes Bleeker, 1858",higher,Diplomystes,NA,2341843,NA,NA,NA,NA
1,Diplomystes sp.,2341843,"Diplomystes Bleeker, 1858",Diplomystes,GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Siluriformes,Diplomystidae,1,44,708,5149,FALSE,Diplomystes sp.,higher,Diplomystes,NA,2341843,NA,NA,NA,NA
1,Diplomystes camposensis,2341844,"Diplomystes camposensis Arratia, 1987",Diplomystes camposensis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Siluriformes,Diplomystidae,1,44,708,5149,FALSE,Diplomystes camposensis,higher,Diplomystes,Diplomystes camposensis,2341843,2341844,NA,NA,NA
1,"Diplomystes camposensis Arratia, 1987",2341844,"Diplomystes camposensis Arratia, 1987",Diplomystes camposensis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Siluriformes,Diplomystidae,1,44,708,5149,FALSE,"Diplomystes camposensis Arratia, 1987",higher,Diplomystes,Diplomystes camposensis,2341843,2341844,NA,NA,NA
1,"Diplomystes chilensis (Molina, 1782)",2341845,"Diplomystes chilensis (Molina, 1782)",Diplomystes chilensis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Siluriformes,Diplomystidae,1,44,708,5149,FALSE,"Diplomystes chilensis (Molina, 1782)",higher,Diplomystes,Diplomystes chilensis,2341843,2341845,NA,NA,NA
1,Diplomystes incognitus,9289090,"Diplomystes incognitus Arratia & Quezada-Romegialli, 2017",Diplomystes incognitus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Siluriformes,Diplomystidae,1,44,708,5149,FALSE,Diplomystes incognitus,higher,Diplomystes,Diplomystes incognitus,2341843,9289090,NA,NA,NA
0,"Diretmichthys parini (Post & Quéro, 1981)",2356683,"Diretmichthys parini (Post & Quéro, 1981)",Diretmichthys parini,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Beryciformes,Diretmidae,1,44,499,7194,,"Diretmichthys parini (Post & Quéro, 1981)",higher,Diretmichthys,Diretmichthys parini,10370275,2356683,NA,NA,
0,"Dissostichus eleginoides Smitt, 1898",2385957,"Dissostichus eleginoides Smitt, 1898",Dissostichus eleginoides,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Perciformes,Nototheniidae,1,44,587,8549,FALSE,"Dissostichus eleginoides Smitt, 1898",higher,Dissostichus,Dissostichus eleginoides,2385954,2385957,NA,NA,NA
0,"Electrophorus electricus (Linnaeus, 1766)",2401958,"Electrophorus electricus (Linnaeus, 1766)",Electrophorus electricus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gymnotiformes,Gymnotidae,1,44,1165,3712,FALSE,"Electrophorus electricus (Linnaeus, 1766)",higher,Electrophorus,Electrophorus electricus,2401957,2401958,NA,NA,NA
1,Eleginops falklandicus,2382426,"Eleginops Gill, 1862",Eleginops,GENUS,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Perciformes,Eleginopsidae,1,44,587,8530,FALSE,Eleginops falklandicus,higher,Eleginops,NA,2382426,NA,NA,NA,NA
1,"Eleginops Gill, 1862",2382426,"Eleginops Gill, 1862",Eleginops,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Perciformes,Eleginopsidae,1,44,587,8530,FALSE,"Eleginops Gill, 1862",higher,Eleginops,NA,2382426,NA,NA,NA,NA
1,Eleginops maclovinus,2382427,"Eleginops maclovinus (Cuvier, 1830)",Eleginops maclovinus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Eleginopsidae,1,44,587,8530,FALSE,Eleginops maclovinus,higher,Eleginops,Eleginops maclovinus,2382426,2382427,NA,NA,NA
1,"Eleginops maclovinus (Cuvier in Cuvier & Valenciennes, 1830)",2382427,"Eleginops maclovinus (Cuvier, 1830)",Eleginops maclovinus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Eleginopsidae,1,44,587,8530,FALSE,"Eleginops maclovinus (Cuvier in Cuvier & Valenciennes, 1830)",higher,Eleginops,Eleginops maclovinus,2382426,2382427,NA,NA,NA
1,"Eleginops maclovinus (Cuvier, 1830)",2382427,"Eleginops maclovinus (Cuvier, 1830)",Eleginops maclovinus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Perciformes,Eleginopsidae,1,44,587,8530,FALSE,"Eleginops maclovinus (Cuvier, 1830)",higher,Eleginops,Eleginops maclovinus,2382426,2382427,NA,NA,NA
0,"Emmelichthys Richardson, 1845",2390479,"Emmelichthys Richardson, 1845",Emmelichthys,GENUS,ACCEPTED,99,HIGHERRANK,Animalia,Chordata,Perciformes,Emmelichthyidae,1,44,587,8531,,"Emmelichthys Richardson, 1845",higher,Emmelichthys,NA,2390479,NA,NA,NA,
0,"Enantioliparis pallidus Vaillant, 1888",2336230,"Enantioliparis pallidus Vaillant, 1888",Enantioliparis pallidus,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Scorpaeniformes,Liparidae,1,44,590,8627,TRUE,"Enantioliparis pallidus Vaillant, 1888",higher,Careproctus,Careproctus pallidus,2336138,2336229,2336229,NA,NA
0,Engraulis ringens,2414014,"Engraulis ringens Jenyns, 1842",Engraulis ringens,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Clupeiformes,Engraulidae,1,44,538,7334,FALSE,Engraulis ringens,higher,Engraulis,Engraulis ringens,2352080,2414014,NA,NA,NA
0,"Engraulis ringens Jenyns, 1842",2414014,"Engraulis ringens Jenyns, 1842",Engraulis ringens,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Clupeiformes,Engraulidae,1,44,538,7334,FALSE,"Engraulis ringens Jenyns, 1842",higher,Engraulis,Engraulis ringens,2352080,2414014,NA,NA,NA
0,"Epigonus crassicaudus de Buen, 1959",2395050,"Epigonus crassicaudus de Buen, 1959",Epigonus crassicaudus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Perciformes,Epigonidae,1,44,587,8532,,"Epigonus crassicaudus de Buen, 1959",higher,Epigonus,Epigonus crassicaudus,2395026,2395050,NA,NA,
0,Gadidae,3701,Gadidae,Gadidae,FAMILY,ACCEPTED,94,HIGHERRANK,Animalia,Chordata,Gadiformes,Gadidae,1,44,549,3701,,Gadidae,higher,NA,NA,NA,NA,NA,NA,NA
0,Gadiformes,549,Gadiformes,Gadiformes,ORDER,ACCEPTED,94,EXACT,Animalia,Chordata,Gadiformes,NA,1,44,549,NA,FALSE,Gadiformes,higher,NA,NA,NA,NA,NA,NA,NA
1,Galaxias,2410478,"Galaxias Cuvier, 1816",Galaxias,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,"Galaxias Cuvier, 1816",higher,Galaxias,NA,2410478,NA,NA,NA,NA
1,Galaxias sp.,2410478,"Galaxias Cuvier, 1816",Galaxias,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,"Galaxias Cuvier, 1816",higher,Galaxias,NA,2410478,NA,NA,NA,NA
1,"Galaxias Cuvier, 1816",2410478,"Galaxias Cuvier, 1816",Galaxias,GENUS,ACCEPTED,98,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,"Galaxias Cuvier, 1816",higher,Galaxias,NA,2410478,NA,NA,NA,NA
1,Galaxias globiceps,5214258,"Galaxias globiceps Eigenmann, 1928",Galaxias globiceps,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,Galaxias globiceps,higher,Galaxias,Galaxias globiceps,2410478,5214258,NA,NA,NA
1,"Galaxias globiceps Eigenmann, 1928",5214258,"Galaxias globiceps Eigenmann, 1928",Galaxias globiceps,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,"Galaxias globiceps Eigenmann, 1928",higher,Galaxias,Galaxias globiceps,2410478,5214258,NA,NA,NA
1,Galaxias maculatus,5214265,"Galaxias maculatus (Jenyns, 1842)",Galaxias maculatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,Galaxias maculatus,higher,Galaxias,Galaxias maculatus,2410478,5214265,NA,NA,NA
1,"Galaxias maculatus (Jenyns, 1842)",5214265,"Galaxias maculatus (Jenyns, 1842)",Galaxias maculatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,"Galaxias maculatus (Jenyns, 1842)",higher,Galaxias,Galaxias maculatus,2410478,5214265,NA,NA,NA
1,Galaxias variegatus,5214265,"Galaxias maculatus (Jenyns, 1842)",Galaxias maculatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,FALSE,Galaxias variegatus,higher,Galaxias,Galaxias maculatus,2410478,5214265,5214265,NA,NA
1,Galaxias maculatus ,5214265,"Galaxias maculatus (Jenyns, 1842)",Galaxias maculatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Osmeriformes,Galaxiidae,1,44,1068,4224,,Galaxias maculatus ,higher,Galaxias,Galaxias maculatus,2410478,5214265,NA,NA,
